OTUID,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_944,4,0,14,17,7,13,0,1,1,1,1,0,3,0,2,10,31,20
OTU_959,0,0,0,0,0,0,0,0,2,5,0,1,15,4,5,7,36,55
OTU_1152,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0
OTU_1230,19,19,9,41,28,1,0,0,3,8,1,0,0,0,0,0,0,0
OTU_1494,7,27,2,35,5,2,2,3,15,6,2,3,1,3,2,2,8,2
OTU_1566,9,0,3,1,9,43,0,1,0,0,4,2,8,3,0,6,27,11
OTU_1705,0,0,0,0,0,0,19,6,5,8,0,3,4,9,10,11,34,20
OTU_792,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_1204,19,1,1,0,11,14,9,5,22,7,5,18,7,2,2,3,0,2
OTU_1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1492,9,8,10,13,4,22,6,3,2,1,5,4,4,8,3,11,5,9
OTU_1737,1,0,0,3,23,0,0,0,0,2,7,0,1,1,4,5,27,7
OTU_1564,7,2,12,10,1,7,8,5,13,14,1,25,0,3,5,3,5,2
OTU_855,6,0,0,0,17,0,2,6,18,4,0,4,25,1,7,17,17,2
OTU_1475,0,0,0,0,0,0,0,0,7,0,0,0,0,87,26,5,0,0
OTU_1517,0,0,0,0,0,0,3,1,1,3,2,1,0,0,0,0,0,0
OTU_809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_887,0,0,0,0,0,0,0,0,0,0,0,0,18,12,8,15,53,19
OTU_964,0,0,0,0,53,0,1,0,0,0,0,0,1,20,2,36,0,12
OTU_966,0,0,0,0,0,0,3,1,2,0,3,12,0,16,14,13,53,8
OTU_1567,0,0,0,0,0,0,3,1,4,1,3,1,0,0,0,0,0,0
OTU_817,0,0,0,0,0,0,48,19,4,6,12,15,3,1,9,1,1,5
OTU_932,0,0,0,0,0,0,0,0,5,1,0,0,31,1,1,0,83,2
OTU_971,0,0,0,0,0,0,0,0,102,3,0,1,0,8,2,2,5,1
OTU_989,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,50,6,8
OTU_1053,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0
OTU_1086,0,0,0,0,0,0,1,2,0,5,3,1,0,0,0,0,0,0
OTU_1280,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1299,1,0,0,0,4,0,0,0,0,0,0,0,39,6,3,31,11,28
OTU_1315,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,24,9,63
OTU_1684,0,2,0,0,0,0,2,0,0,5,3,1,0,0,0,0,0,0
OTU_983,0,0,0,0,0,5,7,6,6,5,5,5,0,0,0,2,1,0
OTU_1245,0,1,0,0,1,0,0,0,0,0,0,0,15,1,51,17,17,14
OTU_1246,0,0,0,0,0,0,0,0,2,0,0,0,21,1,1,16,65,16
OTU_851,0,0,0,0,0,0,28,22,4,1,0,0,0,0,9,28,11,19
OTU_914,7,12,2,21,54,0,0,6,5,0,0,3,6,0,0,0,5,1
OTU_933,0,0,0,0,0,0,0,0,0,0,0,0,2,28,4,70,3,15
OTU_1003,7,0,2,1,7,1,1,3,2,2,3,1,29,5,2,2,12,6
OTU_1107,13,2,19,49,0,0,13,6,2,3,11,2,0,1,0,0,0,0
OTU_913,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_1065,22,1,4,4,43,46,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1551,0,0,0,0,0,0,0,0,0,0,0,0,50,2,12,41,11,3
OTU_974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,113,0
OTU_1128,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1420,3,10,6,0,11,0,15,5,4,5,0,16,5,3,5,6,20,5
OTU_1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1591,3,1,2,0,1,2,0,1,1,3,1,4,37,14,4,10,13,17
OTU_1629,0,0,0,0,0,0,15,7,5,7,13,17,0,0,0,0,0,0
OTU_967,0,0,0,0,0,0,0,0,0,0,0,0,80,0,11,22,0,6
OTU_1093,1,44,2,30,6,1,1,4,0,0,0,6,0,0,2,0,13,8
OTU_1300,0,1,0,0,0,0,6,1,3,4,0,4,0,1,0,0,4,0
OTU_1604,0,0,0,0,0,1,5,0,0,3,5,4,7,14,14,23,19,15
OTU_1481,0,0,0,0,0,0,0,1,0,0,0,0,68,2,3,9,16,17
OTU_1161,0,0,0,0,0,0,0,0,0,0,0,0,0,51,28,33,3,1
OTU_1243,1,0,0,0,0,0,5,3,10,0,0,0,24,7,6,6,32,22
OTU_1410,0,0,0,0,0,0,0,0,0,0,0,0,1,8,33,18,21,33
OTU_1784,0,0,0,0,0,0,0,0,5,0,0,0,9,45,45,4,2,6
OTU_1575,0,1,0,0,0,0,2,9,10,13,6,11,31,2,1,17,6,4
OTU_1593,1,4,0,7,13,1,3,2,9,2,0,2,8,0,2,4,52,5
OTU_798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_918,0,0,0,0,0,0,16,3,6,7,2,10,0,9,2,0,1,0
OTU_939,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
OTU_1141,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,45,20,17
OTU_1570,0,0,0,0,0,0,0,1,1,3,0,1,24,16,0,3,9,12
OTU_820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_931,0,0,0,0,0,0,10,11,1,19,11,9,0,14,12,11,0,14
OTU_1644,0,0,0,0,0,0,0,1,0,0,0,0,33,5,4,20,39,9
OTU_1873,2,0,0,0,0,0,2,0,3,2,1,4,17,8,1,18,37,16
OTU_934,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,55,0,0
OTU_997,0,0,0,0,0,0,0,0,0,0,0,0,25,17,9,18,13,29
OTU_1026,0,0,1,1,0,102,0,0,0,0,0,0,1,0,0,0,0,0
OTU_1177,0,0,0,0,0,0,0,5,1,2,1,2,0,0,0,0,0,0
OTU_1468,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,2,0,0
OTU_960,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,72,1,4
OTU_1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1112,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,2,14,9
OTU_1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_937,0,0,0,15,4,26,0,17,9,13,8,5,8,2,0,0,2,0
OTU_962,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,14,10
OTU_1081,13,3,3,3,0,11,10,5,2,36,1,2,0,3,4,5,4,2
OTU_1138,0,0,0,0,0,0,1,0,0,4,3,0,0,5,6,4,4,2
OTU_1292,0,0,0,0,0,0,0,0,0,0,0,0,13,26,32,31,4,1
OTU_1360,0,1,0,0,0,0,0,0,1,1,2,0,0,7,2,6,8,1
OTU_812,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0
OTU_984,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,5,0,3
OTU_1528,0,0,0,0,0,0,0,0,9,0,0,0,0,97,0,0,0,0
OTU_956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1060,0,0,0,0,0,0,0,0,0,0,0,0,49,2,11,9,24,10
OTU_1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,76,0,0
OTU_1071,0,0,0,0,0,0,0,0,14,0,0,0,21,1,30,35,3,0
OTU_1129,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,33,5
OTU_1445,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,20,46,32
OTU_1518,0,0,0,0,0,0,4,4,5,8,7,1,0,0,0,0,0,0
OTU_922,0,0,0,0,0,0,6,1,1,48,36,1,0,10,0,0,0,1
OTU_1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1148,2,3,0,14,1,10,4,8,4,29,17,10,0,1,0,0,0,0
OTU_1168,0,26,0,0,3,0,0,0,0,1,0,0,12,1,7,6,31,16
OTU_1288,0,0,0,0,0,0,0,0,2,0,0,0,67,0,0,0,33,1
OTU_1474,5,0,0,2,3,4,15,14,13,7,10,17,0,3,2,4,2,2
OTU_1281,0,0,2,7,13,0,2,11,14,11,2,25,2,4,5,2,0,2
OTU_1433,0,0,0,0,0,0,1,0,2,1,2,2,55,7,1,7,4,4
OTU_1486,0,0,0,0,0,0,0,0,1,0,1,0,18,5,8,10,33,22
OTU_1203,18,18,16,2,33,1,0,4,4,0,1,1,0,1,1,0,0,0
OTU_1217,0,0,0,0,0,0,34,41,1,1,10,11,0,0,0,2,0,0
OTU_1318,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,6,25,40
OTU_923,0,0,0,0,0,0,0,0,5,0,0,0,17,9,4,13,34,19
OTU_1036,0,0,0,0,0,0,0,0,5,0,0,0,0,5,53,16,0,21
OTU_1046,24,6,15,34,2,3,0,6,0,3,0,3,1,0,0,0,3,0
OTU_1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1495,6,2,13,8,27,14,0,0,0,0,1,0,7,5,7,2,5,1
OTU_1707,0,0,0,0,5,0,3,5,5,17,5,4,1,4,4,7,34,5
OTU_1513,0,0,0,0,0,0,7,4,18,5,2,3,0,0,0,0,0,0
OTU_1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1160,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,12,37,33
OTU_1268,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
OTU_1376,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,89,2
OTU_980,20,0,0,6,8,6,11,6,1,0,13,0,2,1,8,11,3,2
OTU_986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1048,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,5,0
OTU_1132,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,51,1,18
OTU_1196,1,0,0,0,0,0,14,8,11,14,10,10,16,0,2,4,5,2
OTU_1206,0,37,0,0,5,0,0,0,0,0,0,0,44,0,0,0,1,4
OTU_1227,0,0,0,0,0,0,0,0,0,40,31,2,0,0,0,0,0,0
OTU_1535,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
OTU_1782,2,0,1,0,2,2,0,0,0,0,0,0,8,22,4,0,39,10
OTU_978,10,13,7,13,23,2,0,1,2,0,0,0,6,0,3,5,10,1
OTU_1020,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OTU_1340,0,0,0,0,0,0,1,0,1,1,1,1,44,11,4,3,1,10
OTU_1576,0,0,0,0,0,0,2,3,3,4,1,1,0,0,0,0,0,0
OTU_1855,2,0,0,9,1,0,4,16,0,6,18,23,0,8,1,2,0,5
OTU_954,0,0,0,0,78,0,0,0,0,0,0,14,0,2,0,0,0,1
OTU_1134,5,0,2,2,4,3,0,0,0,0,1,0,0,1,1,0,1,68
OTU_1179,0,0,0,0,0,0,1,0,0,1,2,2,2,3,0,0,0,1
OTU_1391,0,0,0,0,0,0,0,2,10,28,3,1,0,0,0,0,0,0
OTU_969,17,2,4,35,32,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_998,0,0,0,0,1,0,0,0,0,0,0,0,11,16,6,3,40,17
OTU_1130,0,0,0,0,0,0,0,0,0,0,0,0,92,0,1,0,0,0
OTU_1334,0,0,0,0,0,0,3,0,0,2,3,2,0,0,2,1,1,2
OTU_1349,6,11,3,0,7,0,1,6,4,0,2,1,12,5,4,3,20,3
OTU_1536,0,0,0,0,0,0,0,0,0,0,0,0,41,10,8,5,13,16
OTU_1710,0,0,0,0,0,0,0,0,0,0,0,0,41,12,18,6,9,7
OTU_1119,0,0,0,4,26,0,28,29,0,0,0,1,1,0,0,0,3,0
OTU_1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
OTU_1438,0,0,0,0,0,0,0,0,0,0,0,0,22,5,10,7,38,10
OTU_1066,17,31,16,4,4,15,0,1,3,0,0,0,0,0,0,0,0,0
OTU_1153,9,0,0,0,3,0,14,4,0,16,10,14,4,2,9,1,2,3
OTU_1157,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,10,27,43
OTU_1507,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
OTU_963,19,8,11,16,2,29,1,1,4,0,0,0,0,0,0,0,0,0
OTU_1158,0,0,0,0,0,0,0,0,0,0,0,0,31,5,2,15,17,20
OTU_1181,0,0,0,0,0,0,0,0,0,0,0,0,37,7,6,10,22,8
OTU_1254,15,8,17,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1454,14,13,9,4,0,1,13,9,3,6,0,14,0,2,0,2,0,0
OTU_1050,0,0,0,0,0,0,4,9,5,4,6,2,0,7,2,0,6,3
OTU_1072,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
OTU_1261,1,0,0,0,2,81,0,0,0,3,2,0,0,0,0,0,0,0
OTU_1524,0,0,0,0,0,0,22,0,0,4,8,20,1,3,3,6,17,5
OTU_1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1188,7,9,18,25,0,2,7,3,2,0,0,5,0,0,1,6,3,0
OTU_1353,3,1,1,1,15,1,4,10,6,25,6,4,8,0,0,0,1,2
OTU_1496,0,11,12,2,12,0,1,0,0,0,9,0,10,3,4,6,12,6
OTU_1750,0,0,0,0,0,0,7,0,2,4,2,1,0,0,0,0,0,0
OTU_935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU_1034,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_1077,0,0,0,0,0,0,0,0,0,0,0,0,1,57,11,4,0,14
OTU_1092,5,1,9,3,6,4,0,0,0,1,0,0,0,0,0,0,0,1
OTU_1116,17,1,0,3,18,47,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1139,0,0,0,0,0,0,0,0,0,7,3,0,42,3,8,12,9,3
OTU_1359,0,0,0,0,0,0,4,0,0,10,5,4,0,0,0,5,0,0
OTU_1498,0,0,10,0,0,0,0,0,6,4,0,0,18,7,8,3,11,20
OTU_994,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1042,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,24,0,0
OTU_1047,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
OTU_1146,12,13,5,4,37,13,0,0,0,0,2,0,0,0,0,0,0,0
OTU_1208,0,0,0,0,0,0,1,0,0,2,1,1,4,3,8,3,2,4
OTU_1470,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
OTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,42,0
OTU_1052,0,0,0,0,0,0,3,1,6,5,4,8,0,0,0,0,0,0
OTU_1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,59,3,0
OTU_1125,0,0,0,0,0,0,3,1,0,0,1,3,1,1,0,1,1,0
OTU_1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1413,0,0,0,0,0,0,0,0,0,0,0,0,15,58,0,1,8,3
OTU_1798,0,0,0,0,0,0,0,0,4,0,0,0,0,2,62,6,1,10
OTU_981,21,26,5,24,2,1,5,0,0,0,0,1,0,0,0,0,0,0
OTU_1102,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,20,34,14
OTU_1159,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,29,24
OTU_1258,3,5,3,0,1,3,0,4,15,0,0,9,9,7,1,2,19,2
OTU_1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1682,0,0,0,0,0,0,2,2,3,8,1,1,0,2,0,0,0,0
OTU_965,0,1,0,0,0,0,1,3,2,7,3,3,0,0,2,0,0,0
OTU_1184,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,20,4
OTU_1314,0,0,0,0,0,0,0,0,0,0,0,0,3,8,33,27,0,12
OTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,21,15,30,0,16,1
OTU_1613,28,0,0,0,0,10,3,3,0,0,0,0,2,12,5,1,3,16
OTU_1681,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1
OTU_1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1297,9,0,13,8,20,5,0,0,1,1,0,0,0,0,2,0,0,1
OTU_1339,0,0,0,0,0,0,5,1,0,0,0,0,60,3,2,2,7,2
OTU_1049,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU_1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1389,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0
OTU_1019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU_1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1220,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,0
OTU_1338,0,0,0,0,0,0,2,7,1,27,15,5,0,12,10,1,0,0
OTU_1368,0,0,0,0,0,0,0,0,0,0,0,0,28,7,3,7,23,12
OTU_991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,0,0
OTU_1201,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,5,0,0
OTU_1328,6,9,7,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1543,0,0,0,0,0,0,1,0,0,0,0,0,6,4,7,21,19,19
OTU_1594,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,2,35,6
OTU_987,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,6,28,23
OTU_1029,7,0,2,6,20,0,3,3,0,5,11,21,0,0,0,0,0,0
OTU_1027,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1500,1,0,2,2,1,0,2,0,0,0,1,1,0,0,3,6,4,4
OTU_1310,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0,2,0
OTU_1312,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,21,18,17
OTU_1393,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,7
OTU_1100,0,0,0,0,0,0,8,13,1,5,12,0,7,6,7,8,2,6
OTU_1133,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,69,2,1
OTU_1225,0,3,0,1,1,1,0,0,0,0,0,0,2,11,1,3,10,39
OTU_1440,0,0,0,0,0,0,0,0,1,0,0,0,18,1,7,34,13,1
OTU_1598,1,0,1,0,1,0,0,0,0,0,0,0,20,18,4,3,16,10
OTU_1675,0,0,0,0,0,0,1,1,1,3,2,0,1,0,0,0,0,0
OTU_1686,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
OTU_1778,0,2,1,0,0,0,17,2,0,0,0,0,33,2,2,3,2,3
OTU_1872,0,5,0,0,0,0,0,0,0,0,0,0,8,16,20,25,0,1
OTU_1041,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,47,2,12
OTU_1073,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,2,53,0
OTU_1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1136,0,0,1,20,7,0,10,15,0,0,5,10,0,0,3,1,0,2
OTU_1156,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
OTU_1366,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1,12,24,19
OTU_1344,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,2,3,6
OTU_1375,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,3,49
OTU_1397,0,0,0,0,0,0,16,4,0,5,19,22,0,7,0,0,0,0
OTU_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
OTU_1650,1,0,0,0,1,0,0,0,0,0,1,0,19,11,8,7,10,14
OTU_1842,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0
OTU_1095,1,1,2,32,12,13,1,4,1,0,0,5,0,0,0,0,0,0
OTU_1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1165,7,0,13,12,32,4,0,3,0,0,0,1,0,0,0,0,0,0
OTU_1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1377,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,24,15,15
OTU_1423,0,0,0,3,0,49,0,0,0,0,0,0,0,1,0,0,6,3
OTU_1642,0,0,0,0,0,0,0,3,0,0,0,0,10,4,4,5,23,23
OTU_1692,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0
OTU_1867,1,1,0,0,0,0,0,0,0,0,0,0,18,1,0,2,46,2
OTU_976,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1113,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
OTU_1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,48,2
OTU_1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1488,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,58,5
OTU_1516,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
OTU_1584,0,0,0,0,0,0,28,18,7,5,3,10,0,0,0,0,0,0
OTU_1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1058,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
OTU_1222,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,2,33,2
OTU_1409,0,0,5,0,0,0,0,0,0,0,0,0,10,3,3,4,29,16
OTU_1547,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,3,8,6
OTU_1711,0,0,0,0,0,0,0,0,0,0,0,0,28,3,25,8,1,5
OTU_1772,0,0,0,0,0,0,0,3,1,2,0,12,0,38,2,0,3,9
OTU_1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1213,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
OTU_1228,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,4
OTU_1249,0,0,0,0,0,0,0,0,0,0,0,3,8,15,6,22,15,0
OTU_1408,0,0,0,0,0,0,0,0,0,0,0,0,16,9,1,12,17,14
OTU_1605,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0
OTU_1209,0,0,0,0,0,0,0,0,0,1,1,0,12,0,4,4,3,1
OTU_1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1226,0,0,0,0,0,0,0,1,0,0,0,0,0,2,37,3,6,18
OTU_1282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_1345,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,52,4
OTU_1804,0,0,0,0,0,0,6,0,0,1,0,1,1,0,0,1,0,0
OTU_1869,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,20,7
OTU_1098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_1145,11,3,0,1,0,50,0,0,0,0,0,0,2,0,0,0,0,0
OTU_1193,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
OTU_1221,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,18,11,2
OTU_1614,11,2,1,15,11,0,2,1,1,0,0,6,2,0,0,10,3,2
OTU_1863,0,0,0,0,0,0,5,6,2,6,5,6,1,2,3,10,14,7
OTU_1864,0,0,0,0,0,0,0,0,3,0,0,0,4,5,5,16,19,14
OTU_1197,8,0,0,0,0,0,0,0,0,18,37,3,0,0,0,0,0,0
OTU_1239,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,1,0
OTU_1302,0,0,0,0,0,0,0,0,0,0,2,0,5,0,8,0,0,0
OTU_1342,0,0,0,0,0,0,0,0,0,0,0,0,39,4,6,7,6,4
OTU_1480,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10,12,12,22
OTU_1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1768,0,0,0,0,0,0,1,0,1,8,0,2,20,0,2,6,15,10
OTU_1167,4,7,15,4,33,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU_1223,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,7,39
OTU_1291,0,0,0,0,0,0,0,0,0,0,0,0,23,7,24,8,0,3
OTU_1680,0,3,0,0,0,1,1,2,1,2,2,3,0,4,4,2,5,0
OTU_1743,0,0,0,0,0,12,1,0,0,0,0,0,0,7,0,0,0,0
OTU_1317,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,0,0,0
OTU_1459,0,0,0,0,0,0,5,2,0,7,1,0,0,0,0,0,0,0
OTU_1504,0,0,0,0,0,33,0,0,0,0,0,0,9,1,9,0,2,5
OTU_1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
OTU_1224,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,37,5,3
OTU_1266,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0
OTU_1362,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0
OTU_1436,0,0,0,0,0,0,0,0,0,0,0,0,16,7,4,5,16,15
OTU_1465,0,0,0,0,0,0,1,3,1,4,4,2,0,0,7,0,0,0
OTU_1607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_1676,0,0,0,0,0,0,6,2,4,6,6,0,0,0,1,0,0,0
OTU_1187,0,1,2,6,0,0,6,3,4,7,14,14,0,4,0,1,0,0
OTU_1191,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
OTU_1247,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,45,2
OTU_1271,0,0,0,0,0,0,0,0,0,1,0,0,9,0,6,1,13,32
OTU_1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,12
OTU_1392,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
OTU_1456,0,1,1,0,2,0,1,0,12,0,2,20,0,2,1,0,11,3
OTU_1472,0,0,0,0,0,1,24,10,0,6,3,7,6,0,0,1,4,0
OTU_1542,0,0,0,0,0,0,0,0,0,0,0,0,35,6,6,2,9,4
OTU_1632,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
OTU_1135,20,10,3,1,23,3,0,1,0,0,0,0,0,0,0,0,0,0
OTU_1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1231,11,7,3,1,4,0,1,1,4,15,1,12,0,0,0,0,0,0
OTU_1259,1,4,1,0,13,0,15,4,0,12,0,8,2,1,0,0,0,0
