Genus,SRR30617128,SRR30617129,SRR30617130,SRR30617131,SRR30617132,SRR30617133,SRR30617134,SRR30617135,SRR30617136,SRR30617137,SRR30617138,SRR30617139,SRR30617140,SRR30617141,SRR30617142,SRR30617143,SRR30617144,SRR30617145,SRR30617146,SRR30617147,SRR30617148,SRR30617149,SRR30617150,SRR30617151,SRR30617152,SRR30617153,SRR30617154,SRR30617155,SRR30617156,SRR30617157,SRR30617158,SRR30617159,SRR30617160,SRR30617161,SRR30617162,SRR30617163,SRR30617164,SRR30617165,SRR30617166,SRR30617167,SRR30617168,SRR30617169,SRR30633102,SRR30633103,SRR30633104,SRR30633105,SRR30633106,SRR30633107,SRR30633108,SRR30633109,SRR30633120,SRR30633121,SRR30633190,SRR30633191,SRR30633192,SRR30633193,SRR30633194,SRR30633195,SRR30633196,SRR30633197,SRR30633208,SRR30633209,SRR30633243,SRR30633244,SRR30633245,SRR30633246,SRR30633247,SRR30633248,SRR30633249,SRR30633250,SRR30633251,SRR30633252,SRR30633253,SRR30633254,SRR30633255,SRR30633266,SRR30633267,SRR30633297,SRR30633298,SRR30633299,SRR30633300,SRR30633301,SRR30633302,SRR30633303,SRR30633312,SRR30633313,SRR30663788,SRR30663789,SRR30663790,SRR30663791,SRR30663792,SRR30663793,SRR30663794,SRR30663795,SRR30663806,SRR30663807,SRR30663808,SRR30663809,SRR30663810,SRR30663811,SRR30663812,SRR30663813,SRR30663814,SRR30663815,SRR30663826,SRR30663827,SRR30663829,SRR30663830,SRR30663831,SRR30663832,SRR30663833,SRR30663834,SRR30663835,SRR30663845,SRR30663846,SRR30663862,SRR30663863,SRR30663864,SRR30663865,SRR30663866,SRR30663869,SRR30663870,SRR30663874,SRR30663875,SRR30663876,SRR30663877,SRR30663878,SRR30663883,SRR30663884,SRR30663908,SRR30663909,SRR30663910,SRR30663911,SRR30663912,SRR30663918,SRR30663919,SRR30663920,SRR30663921,SRR30663922,SRR30663923,SRR30663924,SRR30663925,SRR30663926,SRR30663927,SRR30663936,SRR30663937,SRR30664010,SRR30664011,SRR30664012,SRR30664013,SRR30664014,SRR30664015,SRR30664016,SRR30664017,SRR30664028,SRR30664029,SRR30688664,SRR30688665,SRR30688666,SRR30688667,SRR30688668,SRR30688669,SRR30688670,SRR30688680,SRR30688681
Rhizobium_sp._SC-11,0.002265519,0,0,0,0.046341248,0.002875629,0.068173663,0,0.006674379,0.075990353,0.011404134,0.006057944,0.015239467,0.005485163,0,0,0,0,0,0.014854427,0.018325507,0.022306077,0,0.006768281,0,0,0.005133558,0,0,0.00800192,0,0,0.022009868,0.193661683,0.064628186,0.039226336,0.033018389,0,0,0.036506343,0.007405853,0.151537502,0,0,0,0,0,0.005707925,0.009032336,0,0,0.003735944,0.04832085,0,0.039193729,0,0,0.036982249,0.026299179,0,0,0,0,0,0.115183956,0.055977609,0,0,0,0,0,0,0,0,0,0,0,0,0.012483875,0.019538882,0,0,0,0,0,0,0.060298656,0.009956618,0.019328652,0.012546559,0.018909031,0.053040867,0.012854297,0.027064515,0.07617556,0.013124699,0,0.014069315,0.016897601,0,0.00707689,0.036485698,0.003858025,0.086438725,0.017992083,0.007753741,0.001124126,0.037820052,0.010942715,0.089878664,0.03181041,0,0.003342916,0.011118111,0,0.001824518,0,0.00146845,0,0,0,0.001495271,0.005139737,0.003633325,0.004232028,0.00072864,0.001772845,0,0,0.004777565,0.006736599,0.010043858,0.01933505,0.003995844,0.005706541,0.006647279,0.009379355,0.01551481,0.004611624,0.017824549,0.021687966,0.012016033,0.011649372,0.047949672,0.016583748,0.033010382,0.019245574,0.002579979,0.004448399,0.155448934,0.328883567,0.052526526,0.413867608,0.047429997,0.0842721,0.028142311,0.033667605,0.038131263,0.155310544,0.228721789,0.005595837,0.283072121,0.020947673,0.040639944,0.090287895
Rhizomicrobium,0,0,0.010533634,0.016658337,0.061788331,0,0,0.013709272,0,0,0,0,0,0,0.100346652,0.014362188,0.076557954,0.060803068,0.145180738,0.046685341,0,0.050188672,0.024293286,0.004060969,0.079329402,0.025953802,0.005133558,0.01456346,0.016432166,0,0,0.007173215,0.003668311,0.031182813,0.105020802,0.022630578,0.01269938,0.017013168,0,0.004563293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422119,0,0,0,0,0,0.017265193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014187919,0.004267122,0.001288577,0.076063517,0,0.010265974,0.000918164,0.00422883,0.003559606,0.0043749,0,0,0.0126732,0,0.003538445,0,0,0.009604303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003854802,0.002422217,0.002116014,0.00291456,0,0,0.000787991,0,0,0,0.002636598,0.000998961,0,0,0.001339908,0,0.010760457,0,0.003213032,0.000858288,0,0.029728797,0.445810165,0.003301038,0,0,0,0,0,0,0,0,0,0,0,0.009151503,0,0,0,0,0,0,0.00820799
Rhodanobacter,0,0,0,0.424787606,0.346455998,0,0,0.612347484,0,0,0,0,0,0,0.337529648,0.001305653,0.076557954,0.474731648,0.007382071,0,0,0,0.019876325,0.001353656,0,0,0.001711186,0,0,0,0,0,0,0.004923602,0.048471139,0,0.002539876,0,0,0,0,0.00402312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004161292,0,0,0,0,0.003592986,0,0,0.007093959,0.002844748,0.001288577,0.059596158,0,0.004277489,0,0.000845766,0,0,0,0,0.0042244,0,0.003538445,0.00729714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886423,0,0,0,0,0,0.00439433,0,0,0,0,0,0.004611624,0.002138946,0,0,0,0,0,0,0,0.00128999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter,0,0,0.012640361,0.149925037,0.214052432,0,0,0.22391811,0.006674379,0,0,0,0.002770812,0,0.310162379,0.018279149,0.107181136,0.123944716,0.228844214,0.167642815,0.297789486,0.13197762,0.368816254,0.008121937,0.145437237,0.073535773,0.013689488,0.083739897,0.041080415,0.009145052,0.093881383,0,0.188918032,0.060724426,0.09896191,0.036208926,0.022858884,0.027221069,0.019377967,0.022816464,0.009874471,0.030843916,0,0,0,0.002995537,0,0.002853963,0,0,0,0.003735944,0,0.045876821,0,0,0,0,0,0,0,0,0.022996436,0.035410765,0,0,0.005755064,0,0,0.01409344,0,0,0,0,0,0,0,0,0,0,0,0.007359435,0,0.003592986,0.010757315,0,0.012414429,0,0,0.00078416,0,0,0.005508984,0,0,0,0.005772339,0,0.0042244,0,0,0,0.003858025,0,0.022490104,0.007753741,0.000224825,0,0.005471357,0,0,0,0,0,0,0,0,0,0,0,0.000790801,0,0.001284934,0.031488815,0.00352669,0.066306233,0,0.000767896,0,0,0.000962371,0.000836988,0,0.002996883,0,0,0.004019723,0,0.001537208,0.002851928,0.004819548,0.000858288,0.003584422,0,0.003902058,0,0,0.00128999,0,0,0,0,0,0.000878333,0,0,0,0.003050501,0.007688641,0,0,0,0,0,0.00820799
Rhodococcus,0,0.01623201,0.010533634,0.024987506,0.002206726,0.008626887,0.0287047,0,0.100115689,0.085902138,0.009978617,0.053007012,0.670536568,0.042052914,1.632913702,0.057448753,2.005818405,0.912046023,0.871084426,0,0.048104455,0.003717679,0,90.99683244,0.391358384,0.449865905,88.34168963,0.010922595,0.010270104,0,0.128576677,0.026899557,0.020175712,0.013129606,0.042412247,0.001508705,0.066036777,0.047636871,0.038755935,0.057041161,0.004937235,0.016092478,0.004721212,0,0,0.002995537,0.002604913,0.019977739,0,0,0,0,0,0,0,0,0.070224719,0,0.005259836,0,0.008442381,0,0.011498218,0.035410765,0.006775527,0.007996801,0,0.016042352,0.012075836,0,0,0,0,0.015951507,0,0,0.003179954,0.003099526,0.008322583,0.016282402,0.009527893,0.011039152,0.003353454,0.003592986,0.005378657,0,0.019508389,0.00711187,0.015462921,0.037639678,0.012331977,0.031653421,0.041317382,0.009303427,0.022781476,0.013124699,0.005772339,0,0.0042244,0.004615101,0,0.021891419,0,0,0.004498021,0.003876871,0.001124126,0.003782005,0.016414072,0,0,0,0,0,0,0,0,0.00146845,0,0,0,0,0.050112432,0.059344306,0.05995373,0.053190714,0.005318536,0,0.000787991,0.025480344,0.006736599,0.028457598,0.010546391,0.014984416,0.022112847,0.00166182,0.006699539,0.012693935,0.04919066,0.039926991,0.047392223,0.034331522,0.077065075,0.0584986,0.021461321,0.006602076,0.013996781,0.003869969,0.005931198,0.004484104,0.016865824,0.020135168,0.006847074,0.007904999,0.01115366,0.012589981,0.008416901,0.012202004,0.006150913,0.00607226,0.000799405,0.033204941,0.002094767,0.014901313,0.102599881
Rhodocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009162753,0,0,0,0,0,0,0,0.006162062,0,0,0.007173215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012724265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004161292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005508984,0,0,0,0,0,0,0,0.003538445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012111083,0,0.007286399,0,0,0,0,0,0,0.00439433,0,0,0.004985459,0.001339908,0.016925247,0,0,0,0,0.002688317,0.015343895,0,0,0.008747988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodopila,0,0,0,0,0.037514344,0,0,0,0,0,0,0,0,0,0,0,0.010207727,0.007015739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002539876,0.001701317,0,0.050196222,0,0,0,0,0,0,0,0.002853963,0,0,0,0,0,0,0.005599104,0.012724265,0,0,0,0,0,0,0,0,0,0,0,0.002673725,0,0,0,0,0,0,0,0,0,0,0,0,0.004763946,0,0,0,0.005378657,0,0.063845635,0.021335609,0.018040075,0.023524799,0.017264768,0.145434636,0,0.028756047,0.029900687,0.208536888,0,0.009379543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072864,0,0,0,0,0,0,0,0,0,0,0,0,0.003074416,0.004277892,0,0,0,0,0.524826846,0,0,0.00128999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000830124,0,0,0
Rhodopirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002611307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016507401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066441169,0,0,0.012724265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003854802,0.010899975,0.00705338,0.00291456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodoplanes,0,0.01082134,0,0.024987506,0.002206726,0,0.003588088,0,0,0,0,0,0,0,0.009122423,0,0.045934773,0.011692898,0.073820714,0.012732366,0.01374413,0.026023756,0,0,0,0,0.006844744,0.025486055,0.047242477,0,0.012245398,0.007173215,0,0,0.012117785,0,0,0,0,0,0,0,0,0,0,0,0,0.005707925,0,0,0,0,0,0,0,0.050897061,0,0,0,0,0,0,0,0,0,0,0.023020258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003592986,0,0,0,0,0,0.00627328,0,0.006843983,0,0.001691532,0,0.0058332,0,0,0.0084488,0,0,0,0,0,0.008996042,0.003876871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006055541,0,0.007286399,0.001772845,0,0,0.000796261,0,0,0,0,0,0,0.002679816,0.029619182,0.009223249,0.001425964,0.00803258,0.003433152,0.001792211,0.005753961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006101002,0,0,0,0,0,0,0
Rhodopseudomonas,0,0.01082134,0,0,0.006620178,0,0.013156321,0.109674176,0,0,0.002851033,0,0.002770812,0.0146271,0.009122423,0,0,0.004677159,0,0,0,0.042753313,0,0.002707312,0.002644313,0.004325634,0.013689488,0,0.034918353,0.002286263,0.048981591,0.007173215,0,0.024618011,0.002019631,0.004526116,0.025398761,0,0.058133902,0.041069636,0.003702927,0,0,0,0,0,0,0,0,0,0,0.007471887,0,0,0.106382979,0,0,0.027736686,0,0,0.012663571,0,0,0,0,0,0,0,0.006037918,0,0,0,0,0,0,0,0,0,0,0,0.004763946,0.051516044,0,0,0,0,0.00354698,0.002844748,0.001288577,0.01097824,0.005754923,0.008554979,0.013772461,0.011840725,0.003559606,0.008749799,0.005772339,0,0,0,0,0.018242849,0.038580247,0.067230119,0,0,0,0,0,0,0.007952602,0,0,0,0,0,0,0,0,0,0,0,0.01541921,0.046022115,0.007758718,0.036431996,0.003545691,0,0,0.022295301,0.005774228,0,0.021971648,0,0.003566588,0.00166182,0,0,0.007686041,0.007842802,0,0.005149728,0.004480528,0.001917987,0.002926544,0.001650519,0,0.007739938,0,0,0.11974735,0.014007074,0.034235372,0.010539999,0.008675069,0.066652842,0,0,0.007688641,0.016192693,0.00159881,0.061429141,0.029326742,0.000677332,0.016415981
Rhodovarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005103864,0,0,0,0,0,0,0.002707312,0,0,0,0,0,0,0,0,0,0.001641201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015779508,0,0,0,0,0,0,0,0.005755064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005378657,0,0,0,0.006442884,0.00548912,0,0.001710996,0.007345312,0,0.000711921,0.017499599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007052186,0.010760457,0.002138946,0.001606516,0,0.001792211,0.003835974,0.001951029,0.006602076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia,0,0,0,0.541395969,0.756907053,0,0,0.397568889,0,0,0,0.006057944,0,0.259631031,0.228060573,0,0.0561425,0.168377727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018176677,0.00301741,0,0.00510395,0,0,0,0,0,0,0,0,0,0,0.003010779,0,0,0.011207831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004512635,0,0,0,0,0,0,0,0,0,0,0.010778959,0,0,0,0,0,0.00078416,0,0,0.002754492,0,0.000711921,0,0,0,0,0,0,0,0,0.019208605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008015039,0.000886423,0,0,0.003185043,0,0,0.006152061,0,0.248947856,0.004985459,0.010719263,0,0,0.002851928,0,0.005149728,0,0.003835974,0,0,0,0.012899897,0,0,0,0,0.000760786,0.002635,0.803063539,0,0,0,0,0.002698782,0.000799405,0.000830124,0.003491279,0,0
Rickettsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031830914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01797322,0,0,0,0,0,0.056039153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177349,0.004267122,0.015462921,0.023524799,0,0.000855498,0.008263476,0.005920363,0.012102659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002422217,0,0,0,0,0,0.01035139,0.010586084,0.003347953,0.009667525,0.006992728,0.007133176,0.026589115,0.046896774,0,0.009223249,0.000712982,0.001606516,0.027465218,0.009857161,0.016302888,0.011706175,0.004951557,0,0,0,0,0.048067598,0,0,0,0,0.001481174,0,0,0,0,0,0.006640988,0,0.00270933,0
Rikenellaceae_RC9_gut_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078742095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinsoniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044156609,0.036887995,3.833716585,0,0.005103864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023128815,0.015744408,0.01410676,0.007286399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseateles,0,0.002705335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010445228,0.010207727,0,0,0.027586792,0.002290688,0,0.048586572,0.002707312,0.050241955,0,0,0,0,0.001143131,0.004081799,0,0,0.009847204,0.02423557,0,0,0,0,0,0,0.00402312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002844748,0.024482959,0.015683199,0,0.009410476,0,0,0.001423842,0,0,0,0,0,0,0,0,0,0,0.003876871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001339908,0,0,0,0,0.001716576,0,0.038359738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677332,0.016415981
Roseburia,0,0,0,0,0,0,0,0,0.026697517,0.034691248,0,0,0.004156218,0,0,0,0,0,0,0,0,0,0.022084806,0,0,0,0,0,0.002054021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089069856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026893287,0,0.008867449,0.102410924,0.005154307,0.036071359,0,0.013687966,0.011936133,0.001691532,0.030612608,0.0014583,0,0,0,0,0,0,0,0,0.017992083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679816,0,0.007686041,0,0.000803258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus,0,0.075749378,0,0.058304181,0.134610292,0,0.003588088,0.228487867,0,0.249446592,0,0,0.016624874,0.0146271,0.082101806,0.036558297,0.1684275,0.187086364,0.076281405,0.163398693,0.080174092,0.039035634,0.136925795,0.01082925,0.431023085,0,0.00855593,0.02184519,0,0.013717578,0.034695294,0.041245987,0.124722584,0.042671218,0.05049077,0.024139284,0,0,0.021315764,0.03194305,0.049372354,0.012069359,0,0,0,0,0,0,0,0,0.006118079,0,0,0.011469205,0,0,0.070224719,0,0.015779508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003099526,0,0.00325648,0,0,0,0,0,0,0.015961409,0.005689496,0.041234457,0.018819839,0.015620504,0.069295326,0.007345312,0.003383064,0.000711921,0.192495589,0,0.004689772,0.016897601,0.004615101,0.003538445,0,0,0,0.017992083,0,0.000224825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004844433,0.006348042,0,0,0.000767896,0,0.016721476,0.005774228,0.001673976,0.003515464,0.006992728,0.019259576,0.016618197,0.081734377,0.122708039,0.282846295,0.073437144,0.302025013,0.047205843,0.055558543,0.171659826,0.006828602,0.082525954,0,0,0,0.004484104,0,0,0,0,0.003717887,0,0,0.025929259,0.009226369,0,0,0.005810865,0,0,0.007181992
Roseococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018244846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235248,0,0,0,0,0,0,0.005772339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003706037,0,0,0,0,0,0,0,0,0.001284934,0.018166624,0,0.005100479,0,0,0,0,0.000962371,0,0,0,0,0.00166182,0.004019723,0.004231312,0,0,0,0,0,0,0.002926544,0,0,0,0,0,0,0,0,0,0.032221685,0,0,0,0,0,0,0,0,0,0
Roseomonas,0.070231083,0.070338708,0.037921082,0.358154256,0.397210698,0.422717469,0.258342304,0.022848787,0.941087479,0.262662305,0.076977904,0.080267761,0.037405966,0.241347156,0.346652071,0.013056535,0.224569999,0.222165057,0.46999188,0.123079535,0.20845264,0.252802201,0.125883392,0.006768281,0.288230161,0.397958301,0.029090162,0.189324984,0.115025162,0.090307388,0.263276052,0.03765938,0.348489573,0.413582577,0.294866098,0.170483691,0.220969217,0.028922386,0.036818138,0.235009583,0.090104546,0.250774451,0,0.0032885,0.012868909,0.011982147,0.005209826,0.03139359,0.015053893,0.004055808,0,0.026151605,0.04832085,0.068815231,0.145576708,1.08156254,0.245786517,0.055473373,0.110456554,0,0.021105952,0,0.045992871,0,0.088081848,0.319872051,0.040285451,0.04545333,0.144910035,0.112747516,0.160970778,0.01760176,0.013537906,0,0.042135907,0.368055556,0.260756193,0,0.079064542,0.026051843,0.109570768,0.209743892,0.033534541,0.017964932,0.037650602,0,0.340510056,0.051205462,0.112106179,0.227406391,0.130718954,0.087260781,0.068862303,0.061740925,0.085430534,0.107914194,0.126991457,0.046897716,0.274586009,0.083071811,0.035384452,0.127699942,0.054012346,0.336150595,0.188916877,0.034891835,0.177387082,0.003782005,0.065656289,0,0.15905205,0.04517562,1.698201511,0.070414706,0.118565763,0.001824518,0.002321074,0.000734225,0,0,0,0,0.044972695,0.180455134,0.021865478,0.138441585,0.000886423,0.001535792,0,0.040609299,0.015397941,0.022598681,0.77164427,0.223767282,0.022112847,0.089738263,0.111212349,0.245416079,0.694818071,0.165411818,0.33174556,0.192256525,0.315429145,0.159192911,0.069261535,0.264083054,0.111974246,0.068369453,1.724495848,0.545565969,0.050597472,0.039394894,0.00760786,0.015809999,0.090468578,0.19921794,0.03246519,0.013727255,0.047669573,0.019566171,0.002398216,0.171005446,0.007680813,0.098213197,0.05129994
Rothia,0,0.01623201,0.073735437,0.016658337,0.136817018,0.034507549,0,0,0,0.034691248,0,0,0.008312437,0,0.036489692,0.019584802,0.086765682,0.187086364,0.081202786,0.036075036,0,0.089224306,0,0.001353656,0.023798821,0,0,0.018204325,0,0,0.061226989,0.008966519,0,0.008206004,0.014137416,0,0,0.025519752,0.007751187,0.009126586,0,0.005364159,0,0,0,0.005991073,0,0,0,0,0,0,0,0.02293841,0.016797312,0,0.351123596,0.018491124,0,0,0,0,0.011498218,0,0.02032658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325648,0.009527893,0,0.003353454,0,0.005378657,0.005103864,0,0.021335609,0.014174344,0.068221917,0.005754923,0.024809438,0.076207615,0.0499002,0.046986794,0.0029166,0.011544678,0.004689772,0,0,0,0,0,0,0.013494063,0,0,0,0.005471357,0,0,0.003764635,0,0,0,0.005473554,0,0,0,0,0.001581603,0,0.075811115,0.070244281,0.066301772,0.060477113,0.007977804,0.001535792,0,0.005573825,0,0.003347953,0.007909793,0.003995844,0,0.004985459,0.021438525,0.005641749,0.006148832,0.018537531,0,0.00429144,0.008961055,0.025892823,0.008779631,0,0.001749598,0,0.0014828,0.004484104,0.022768862,0.013131631,0.014454935,0.009661666,0.001239296,0.143673905,0.006012072,0.007626253,0.001537728,0.008096347,0.00159881,0.009131359,0.006982558,0.012191983,0.054377937
Rubellimicrobium,0,0.054106698,0.073735437,0.016658337,0.132403566,0.025880661,0,0.041127816,0,0.001651964,0,0,0.001385406,0,0.054734537,0.002611307,0.091869545,0,0.130416595,0,0.018325507,0.018588397,0.024293286,0.017597531,0,0.017302535,0.003422372,0.02184519,0.020540207,0.009145052,0.251030654,0,0.025678179,0.008206004,0.016157046,0,0,0,0.009688984,0.025098111,0.003702927,0.016092478,0,0,0,0,0.002604913,0.008561888,0,0,0,0,0,0.103222847,0.083986562,0.114518387,0.070224719,0.018491124,0.08941721,0,0.008442381,0.013618412,0,0,0,0.079968013,0.011510129,0,0,0,0,0,0,0,0,0,0,0,0.012483875,0.035821284,0.019055786,0.007359435,0.040241449,0.035929865,0,0,0.024828858,0.004267122,0.00386573,0.023524799,0.004110659,0.012832468,0.021117773,0.005074597,0.004271527,0.0029166,0.011544678,0,0,0.013845302,0.003538445,0.00364857,0,0.076834422,0.026988125,0,0.000899301,0,0,0.004993259,0,0,0,0,0,0,0,0,0,0.00102328,0,0.000747636,0.001284934,0.039966573,0.002821352,0.032788796,0.001772845,0,0,0.005573825,0.017322683,0.005021929,0.007030927,0.009989611,0.012839718,0,0.006699539,0,0.039967411,0.017824549,0.011245612,0.019740625,0.030467588,0.03068779,0.013657204,0.013204153,0,0,0,0.061282753,0.001686582,0,0,0.015809999,0.004957182,0.019255266,0,0,0.050745029,0.003373478,0.000799405,0.021583212,0.002094767,0.006095992,0.059507931
Rubritepida,0,0,0,0,0,0,0,0,0,0,0,0.004543458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002853963,0,0,0,0,0,0,0,0,0,0,0.005259836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004161292,0.00325648,0.004763946,0,0.010060362,0,0,0,0,0,0,0,0,0.000855498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679816,0,0,0,0.001606516,0,0.002688317,0,0,0,0,0,0,0.040356935,0,0,0,0,0.002478591,0,0,0,0,0,0,0,0,0,0
Rubrivirga,0,0,0,0,0.004413452,0.02875629,0.010764263,0,0,0,0.001425517,0,0,0.001828388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016432166,0,0.010204498,0,0,0.004923602,0.014137416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003538445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013322191,0,0.013844158,0,0,0,0,0.000962371,0,0.000878866,0,0,0.00166182,0,0,0,0.005703856,0,0,0.000896106,0,0.000975515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
